"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","11","Susanne Nordström (M)","M","0611350076611","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","110","Linus Lakso (MP)","MP","0904448094023","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","111","Johanna Rantsi (M)","M","0709911904721","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","112","Mattias Ottosson (S)","S","0860364634014","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","113","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","114","Mattias Ottosson (S)","S","0860364634014","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","115","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","116","Ulrika Heie (C)","C","0836001490919","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","117","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","118","Ulrika Heie (C)","C","0836001490919","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","119","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","12","Samuel Gonzalez Westling (V)","V","0939158389321","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","120","Ulrika Heie (C)","C","0836001490919","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","121","Magnus Oscarsson (KD)","KD","0792733370419","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","122","Mattias Ottosson (S)","S","0860364634014","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","123","Magnus Oscarsson (KD)","KD","0792733370419","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","124","Mattias Ottosson (S)","S","0860364634014","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","125","Magnus Oscarsson (KD)","KD","0792733370419","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","126","Ulrika Heie (C)","C","0836001490919","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","127","Magnus Oscarsson (KD)","KD","0792733370419","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","128","Ulrika Heie (C)","C","0836001490919","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","129","Magnus Oscarsson (KD)","KD","0792733370419","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","13","Malin Björk (C)","C","0770363683317","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","130","Mattias Ottosson (S)","S","0860364634014","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","131","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","132","Mattias Ottosson (S)","S","0860364634014","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","133","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","134","Mattias Ottosson (S)","S","0860364634014","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","135","Helena Gellerman (L)","L","0899169869710","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","136","Rashid Farivar (SD)","SD","0157618290428","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","137","Håkan Svenneling (V)","V","0682989845822","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","138","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","139","Håkan Svenneling (V)","V","0682989845822","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","14","Gudrun Brunegård (KD)","KD","0304498908019","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","140","Johanna Rantsi (M)","M","0709911904721","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","141","Håkan Svenneling (V)","V","0682989845822","HB01TU17","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Sjöfartsfrågor","ärendedebatt","142","Linus Lakso (MP)","MP","0904448094023","HB01TU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","143","Kadir Kasirga (S)","S","0425115010020","HB01TU19","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","144","Rashid Farivar (SD)","SD","0157618290428","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","145","Kadir Kasirga (S)","S","0425115010020","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","146","Rashid Farivar (SD)","SD","0157618290428","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","147","Kadir Kasirga (S)","S","0425115010020","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","148","Linus Lakso (MP)","MP","0904448094023","HB01TU19","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","149","Rashid Farivar (SD)","SD","0157618290428","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","15","Jan Riise (MP)","MP","0184968091618","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","150","Linus Lakso (MP)","MP","0904448094023","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","151","Rashid Farivar (SD)","SD","0157618290428","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","152","Linus Lakso (MP)","MP","0904448094023","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","153","Oskar Svärd (M)","M","0372414474424","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","154","Linus Lakso (MP)","MP","0904448094023","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","155","Oskar Svärd (M)","M","0372414474424","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","156","Linus Lakso (MP)","MP","0904448094023","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","157","Helena Gellerman (L)","L","0899169869710","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","158","Linus Lakso (MP)","MP","0904448094023","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","159","Helena Gellerman (L)","L","0899169869710","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","16","Malin Danielsson (L)","L","0603366539729","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","160","Linus Lakso (MP)","MP","0904448094023","HB01TU19","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","161","Rashid Farivar (SD)","SD","0157618290428","HB01TU19","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","162","Oskar Svärd (M)","M","0372414474424","HB01TU19","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Flygplatshavarnas kostnader för säkerhetskontroller","ärendedebatt","163","Helena Gellerman (L)","L","0899169869710","HB01TU19","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","17","Mirja Räihä (S)","S","0783069490115","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","18","Peter Hedberg (S)","S","0589561178823","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","19","Lars Andersson (SD)","SD","0254021157518","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","2","Matheus Enholm (SD)","SD","0202577142527","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","20","Lars Johnsson (M)","M","0410231576416","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","21","Jessica Wetterling (V)","V","0481460392727","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","22","Malin Björk (C)","C","0770363683317","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","23","Gudrun Brunegård (KD)","KD","0304498908019","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","24","Jan Riise (MP)","MP","0184968091618","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","25","Malin Danielsson (L)","L","0603366539729","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","26","Ulrik Nilsson (M)","M","0410640630411","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","27","Hans Ekström (S)","S","0475778011711","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","28","Victoria Tiblom (SD)","SD","0985943148917","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","29","Lars Engsund (M)","M","0764422217512","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","3","Erik Ottoson (M)","M","0832311880029","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","30","Samuel Gonzalez Westling (V)","V","0939158389321","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","31","Malin Björk (C)","C","0770363683317","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","32","Gudrun Brunegård (KD)","KD","0304498908019","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","33","Jan Riise (MP)","MP","0184968091618","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","34","Malin Danielsson (L)","L","0603366539729","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","35","Per-Arne Håkansson (S)","S","0630820052511","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","36","Ulrik Nilsson (M)","M","0410640630411","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","37","Jessica Wetterling (V)","V","0481460392727","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Behandlingen av riksdagens skrivelser","ärendedebatt","38","Peter Hedberg (S)","S","0589561178823","HB01KU21","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Behandlingen av riksdagens skrivelser","ärendedebatt","39","Victoria Tiblom (SD)","SD","0985943148917","HB01KU21","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","4","Jessica Wetterling (V)","V","0481460392727","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Behandlingen av riksdagens skrivelser","ärendedebatt","40","Lars Johnsson (M)","M","0410231576416","HB01KU21","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Behandlingen av riksdagens skrivelser","ärendedebatt","41","Jan Riise (MP)","MP","0184968091618","HB01KU21","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Riksrevisionens redogörelse för 2023","ärendedebatt","42","Lars Engsund (M)","M","0764422217512","HB01KU17","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Kommittéberättelse - kommittéernas verksamhet under 2023","ärendedebatt","43","Per-Arne Håkansson (S)","S","0630820052511","HB01KU23","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Tydligare regler för val till Sametinget","ärendedebatt","44","Mirja Räihä (S)","S","0783069490115","HB01KU24","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Tydligare regler för val till Sametinget","ärendedebatt","45","Susanne Nordström (M)","M","0611350076611","HB01KU24","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Tydligare regler för val till Sametinget","ärendedebatt","46","Jessica Wetterling (V)","V","0481460392727","HB01KU24","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Tydligare regler för val till Sametinget","ärendedebatt","47","Jan Riise (MP)","MP","0184968091618","HB01KU24","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","48","Morgan Johansson (S)","S","0473783431010","HB01UU9","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","49","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","5","Malin Björk (C)","C","0770363683317","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","50","Morgan Johansson (S)","S","0473783431010","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","51","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","52","Morgan Johansson (S)","S","0473783431010","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","53","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","54","Håkan Svenneling (V)","V","0682989845822","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","55","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","56","Håkan Svenneling (V)","V","0682989845822","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","57","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","58","Stefan Olsson (M)","M","0222102752213","HB01UU9","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","59","Morgan Johansson (S)","S","0473783431010","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","6","Gudrun Brunegård (KD)","KD","0304498908019","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","60","Stefan Olsson (M)","M","0222102752213","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","61","Morgan Johansson (S)","S","0473783431010","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","62","Stefan Olsson (M)","M","0222102752213","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","63","Håkan Svenneling (V)","V","0682989845822","HB01UU9","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","64","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","65","Håkan Svenneling (V)","V","0682989845822","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","66","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","67","Håkan Svenneling (V)","V","0682989845822","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","68","Joar Forssell (L)","L","0980092192122","HB01UU9","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","69","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","7","Jan Riise (MP)","MP","0184968091618","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","70","Joar Forssell (L)","L","0980092192122","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","71","Yasmine Eriksson (SD)","SD","0331791853028","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","72","Joar Forssell (L)","L","0980092192122","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","73","Jacob Risberg (MP)","MP","0604604418610","HB01UU9","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","74","Joar Forssell (L)","L","0980092192122","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","75","Jacob Risberg (MP)","MP","0604604418610","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","76","Joar Forssell (L)","L","0980092192122","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","77","Jacob Risberg (MP)","MP","0604604418610","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","78","Stefan Olsson (M)","M","0222102752213","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","79","Jacob Risberg (MP)","MP","0604604418610","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","8","Malin Danielsson (L)","L","0603366539729","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","80","Stefan Olsson (M)","M","0222102752213","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Strategisk exportkontroll 2023 - krigsmateriel och produkter med dubbla användningsområden","ärendedebatt","81","Jacob Risberg (MP)","MP","0604604418610","HB01UU9","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Europarådet","ärendedebatt","82","Mattias Jonsson (S)","S","0499755198526","HB01UU13","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Europarådet","ärendedebatt","83","Markus Wiechel (SD)","SD","0204240926023","HB01UU13","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Europarådet","ärendedebatt","84","Gustaf Göthberg (M)","M","0984153507725","HB01UU13","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Europarådet","ärendedebatt","85","Håkan Svenneling (V)","V","0682989845822","HB01UU13","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Europarådet","ärendedebatt","86","Jacob Risberg (MP)","MP","0604604418610","HB01UU13","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","87","Maria Stockhaus (M)","M","0932000030511","HB01TU16","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","88","Gunilla Svantorp (S)","S","0801311569314","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","89","Maria Stockhaus (M)","M","0932000030511","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Granskningsbetänkande","ärendedebatt","9","Hans Ekström (S)","S","0475778011711","HB01KU20","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","90","Gunilla Svantorp (S)","S","0801311569314","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","91","Maria Stockhaus (M)","M","0932000030511","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","92","Gunilla Svantorp (S)","S","0801311569314","HB01TU16","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","93","Rashid Farivar (SD)","SD","0157618290428","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","94","Gunilla Svantorp (S)","S","0801311569314","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","95","Rashid Farivar (SD)","SD","0157618290428","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","96","Gunilla Svantorp (S)","S","0801311569314","HB01TU16","Y"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","97","Magnus Oscarsson (KD)","KD","0792733370419","HB01TU16","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","98","Rashid Farivar (SD)","SD","0157618290428","HB01TU16","N"
"HB09128","2023/24","128","2024-06-10 00:00:00","Digitaliserings- och postfrågor","ärendedebatt","99","Helena Gellerman (L)","L","0899169869710","HB01TU16","N"
"HB09129","2023/24","129","2024-06-11 00:00:00","Svar på interpellation 2023/24:765 om åtgärder för att stoppa hemliga konton på sociala medier","interpellationsdebatt","1","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HB10765","N"
"HB09129","2023/24","129","2024-06-11 00:00:00","Svar på interpellation 2023/24:796 om ökande korruption i Sverige","interpellationsdebatt","10","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HB10796","N"
"HB09129","2023/24","129","2024-06-11 00:00:00","Svar på interpellation 2023/24:778 om falska kontons undergrävande av det demokratiska samtalet","interpellationsdebatt","100","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HB10778","N"
"HB09129","2023/24","129","2024-06-11 00:00:00","Svar på interpellation 2023/24:778 om falska kontons undergrävande av det demokratiska samtalet","interpellationsdebatt","101","Lawen Redar (S)","S","037561614928","HB10778","N"
"HB09129","2023/24","129","2024-06-11 00:00:00","Svar på interpellation 2023/24:778 om falska kontons undergrävande av det demokratiska samtalet","interpellationsdebatt","102","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HB10778","N"
"HB09129","2023/24","129","2024-06-11 00:00:00","Svar på interpellation 2023/24:778 om falska kontons undergrävande av det demokratiska samtalet","interpellationsdebatt","103","Lawen Redar (S)","S","037561614928","HB10778","N"
"HB09129","2023/24","129","2024-06-11 00:00:00","Svar på interpellation 2023/24:778 om falska kontons undergrävande av det demokratiska samtalet","interpellationsdebatt","104","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HB10778","N"
