"HC091","2024/25","1","2024-09-10 00:00:00","Inledning","","1","TALMANNEN","TALMANNEN","0585684563812","","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Svar på interpellation 2023/24:710 om kvinnors situation i Iran","interpellationsdebatt","5","Sara Gille (SD)","SD","0338088431726","HCC120241003ip","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","50","Lotta Johnsson Fornarve (V)","V","0122987223112","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","51","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","52","Lotta Johnsson Fornarve (V)","V","0122987223112","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","53","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","54","Catarina Deremar (C)","C","0986091320811","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","55","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","56","Catarina Deremar (C)","C","0986091320811","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","57","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","58","Jacob Risberg (MP)","MP","0604604418610","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","59","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Svar på interpellation 2023/24:710 om kvinnors situation i Iran","interpellationsdebatt","6","Nima Gholam Ali Pour (SD)","SD","0136268785826","HCC120241003ip","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","60","Jacob Risberg (MP)","MP","0604604418610","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","61","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","62","Louise Meijer (M)","M","0616721755222","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","63","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","64","Louise Meijer (M)","M","0616721755222","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","65","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","66","Gudrun Brunegård (KD)","KD","0304498908019","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","67","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","68","Gudrun Brunegård (KD)","KD","0304498908019","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","69","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Svar på interpellation 2023/24:710 om kvinnors situation i Iran","interpellationsdebatt","7","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120241003ip","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","70","Ingela Nylund Watz (S)","S","0313390540217","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","71","Statsrådet Niklas Wykman (M)","M","0493288854424","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","72","Per Söderlund (SD)","SD","0492644357418","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","73","Statsrådet Niklas Wykman (M)","M","0493288854424","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","74","Christofer Bergenblock (C)","C","0951905661227","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","75","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","76","Mats Berglund (MP)","MP","0606863154419","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","77","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","78","Thomas Ragnarsson (M)","M","071293048118","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","79","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Svar på interpellation 2023/24:710 om kvinnors situation i Iran","interpellationsdebatt","8","TJÄNSTGÖRANDE ÅLDERSPRESIDENTEN","TJÄNSTGÖRANDE ÅLDERSPRESIDENTEN","","HCC120241003ip","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","80","Larry Söder (KD)","KD","0992473266516","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","81","Statsrådet Niklas Wykman (M)","M","0493288854424","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","82","Olle Thorell (S)","S","0879782396219","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","83","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","84","Mona Olin (SD)","SD","0345062474310","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","85","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","86","Martina Johansson (C)","C","033935884729","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","87","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","88","Ida Drougge (M)","M","0604811710522","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","89","Statsrådet Niklas Wykman (M)","M","0493288854424","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Svar på interpellation 2023/24:710 om kvinnors situation i Iran","interpellationsdebatt","9","Sara Gille (SD)","SD","0338088431726","HCC120241003ip","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","90","Roland Utbult (KD)","KD","0237055280513","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","91","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","92","Louise Thunström (S)","S","0905254899611","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","93","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","94","Jonas Andersson (SD)","SD","025931369428","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","95","Statsrådet Niklas Wykman (M)","M","0493288854424","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","96","Anders Ådahl (C)","C","0837394708917","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","97","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","98","Fredrik Saweståhl (M)","M","0112806493429","HCC120241003fs","N"
"HC0914","2024/25","14","2024-10-03 00:00:00","Frågestund","frågestund","99","Statsrådet Benjamin Dousa (M)","M","0910272619521","HCC120241003fs","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","1","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:10 om ett hållbart fiske","interpellationsdebatt","10","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1010","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:10 om ett hållbart fiske","interpellationsdebatt","11","Sanne Lennström (S)","S","0506541436524","HC1010","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:10 om ett hållbart fiske","interpellationsdebatt","12","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1010","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:10 om ett hållbart fiske","interpellationsdebatt","13","Sanne Lennström (S)","S","0506541436524","HC1010","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:10 om ett hållbart fiske","interpellationsdebatt","14","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1010","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:10 om ett hållbart fiske","interpellationsdebatt","15","Sanne Lennström (S)","S","0506541436524","HC1010","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:10 om ett hållbart fiske","interpellationsdebatt","16","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1010","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:19 om kornas rätt till naturligt beteende","interpellationsdebatt","17","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1019","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:19 om kornas rätt till naturligt beteende","interpellationsdebatt","18","Rebecka Le Moine (MP)","MP","0546731406922","HC1019","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:19 om kornas rätt till naturligt beteende","interpellationsdebatt","19","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1019","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","2","Ardalan Shekarabi (S)","S","0922497728524","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:19 om kornas rätt till naturligt beteende","interpellationsdebatt","20","Rebecka Le Moine (MP)","MP","0546731406922","HC1019","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:19 om kornas rätt till naturligt beteende","interpellationsdebatt","21","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1019","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:19 om kornas rätt till naturligt beteende","interpellationsdebatt","22","Rebecka Le Moine (MP)","MP","0546731406922","HC1019","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:19 om kornas rätt till naturligt beteende","interpellationsdebatt","23","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC1019","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:25 om omprioritering av anslag för LOVA-projekt","interpellationsdebatt","24","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC0325","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:25 om omprioritering av anslag för LOVA-projekt","interpellationsdebatt","25","Joakim Järrebring (S)","S","0737666060225","HC0325","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:25 om omprioritering av anslag för LOVA-projekt","interpellationsdebatt","26","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC0325","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:25 om omprioritering av anslag för LOVA-projekt","interpellationsdebatt","27","Joakim Järrebring (S)","S","0737666060225","HC0325","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:25 om omprioritering av anslag för LOVA-projekt","interpellationsdebatt","28","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC0325","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:25 om omprioritering av anslag för LOVA-projekt","interpellationsdebatt","29","Joakim Järrebring (S)","S","0737666060225","HC0325","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","3","Sanne Lennström (S)","S","0506541436524","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2024/25:25 om omprioritering av anslag för LOVA-projekt","interpellationsdebatt","30","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC0325","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","4","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","5","Ardalan Shekarabi (S)","S","0922497728524","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","6","Sanne Lennström (S)","S","0506541436524","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","7","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","8","Ardalan Shekarabi (S)","S","0922497728524","HCC120241004ip","N"
"HC0915","2024/25","15","2024-10-04 00:00:00","Svar på interpellation 2023/24:849 om Uppsalapendeln","interpellationsdebatt","9","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HCC120241004ip","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","1","Utbildningsministern Johan Pehrson (L)","L","0224712677012","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","10","Kalle Olsson (S)","S","0472349361027","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","100","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","101","Märta Stenevi (MP)","MP","0349986646724","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","102","Ola Möller (S)","S","0271338654822","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","103","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","104","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","105","Kristoffer Lindberg (S)","S","0433422973328","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","106","Lars Mejern Larsson (S)","S","0427321850912","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","107","Sanna Backeskog (S)","S","0859909330720","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","108","Lawen Redar (S)","S","037561614928","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","109","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","11","Isak From (S)","S","0506482805418","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","110","Kristoffer Lindberg (S)","S","0433422973328","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","111","Lars Mejern Larsson (S)","S","0427321850912","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","112","Sanna Backeskog (S)","S","0859909330720","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","113","Lawen Redar (S)","S","037561614928","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","114","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","115","Kristoffer Lindberg (S)","S","0433422973328","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:37 om regional kultur","interpellationsdebatt","116","Kulturministern Parisa Liljestrand (M)","M","0647668663722","HC1037","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:12 om kampen för demokrati i Kambodja","interpellationsdebatt","117","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC1012","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:12 om kampen för demokrati i Kambodja","interpellationsdebatt","118","Åsa Eriksson (S)","S","0296384583518","HC1012","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:12 om kampen för demokrati i Kambodja","interpellationsdebatt","119","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC1012","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","12","Niklas Sigvardsson (S)","S","0610162335824","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:12 om kampen för demokrati i Kambodja","interpellationsdebatt","120","Åsa Eriksson (S)","S","0296384583518","HC1012","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:12 om kampen för demokrati i Kambodja","interpellationsdebatt","121","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC1012","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:12 om kampen för demokrati i Kambodja","interpellationsdebatt","122","Åsa Eriksson (S)","S","0296384583518","HC1012","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:12 om kampen för demokrati i Kambodja","interpellationsdebatt","123","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC1012","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","13","Utbildningsministern Johan Pehrson (L)","L","0224712677012","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","14","Linus Sköld (S)","S","0706528359123","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","15","Utbildningsministern Johan Pehrson (L)","L","0224712677012","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:31 om upprepad brottslighet mot kvinnor","interpellationsdebatt","16","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1031","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:31 om upprepad brottslighet mot kvinnor","interpellationsdebatt","17","Märta Stenevi (MP)","MP","0349986646724","HC1031","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:31 om upprepad brottslighet mot kvinnor","interpellationsdebatt","18","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1031","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:31 om upprepad brottslighet mot kvinnor","interpellationsdebatt","19","Märta Stenevi (MP)","MP","0349986646724","HC1031","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","2","Linus Sköld (S)","S","0706528359123","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:31 om upprepad brottslighet mot kvinnor","interpellationsdebatt","20","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1031","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:31 om upprepad brottslighet mot kvinnor","interpellationsdebatt","21","Märta Stenevi (MP)","MP","0349986646724","HC1031","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:31 om upprepad brottslighet mot kvinnor","interpellationsdebatt","22","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1031","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:38 om kön som ny grund för straffskärpning vid hatbrott","interpellationsdebatt","23","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1038","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:38 om kön som ny grund för straffskärpning vid hatbrott","interpellationsdebatt","24","Märta Stenevi (MP)","MP","0349986646724","HC1038","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:38 om kön som ny grund för straffskärpning vid hatbrott","interpellationsdebatt","25","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1038","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:38 om kön som ny grund för straffskärpning vid hatbrott","interpellationsdebatt","26","Märta Stenevi (MP)","MP","0349986646724","HC1038","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:38 om kön som ny grund för straffskärpning vid hatbrott","interpellationsdebatt","27","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1038","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:38 om kön som ny grund för straffskärpning vid hatbrott","interpellationsdebatt","28","Märta Stenevi (MP)","MP","0349986646724","HC1038","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:38 om kön som ny grund för straffskärpning vid hatbrott","interpellationsdebatt","29","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1038","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","3","Peder Björk (S)","S","0140985614421","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:51 om entledigande av nämndemän","interpellationsdebatt","30","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1051","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:51 om entledigande av nämndemän","interpellationsdebatt","31","Pontus Andersson Garpvall (SD)","SD","0926002991620","HC1051","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:51 om entledigande av nämndemän","interpellationsdebatt","32","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1051","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:51 om entledigande av nämndemän","interpellationsdebatt","33","Pontus Andersson Garpvall (SD)","SD","0926002991620","HC1051","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:51 om entledigande av nämndemän","interpellationsdebatt","34","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1051","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:51 om entledigande av nämndemän","interpellationsdebatt","35","Pontus Andersson Garpvall (SD)","SD","0926002991620","HC1051","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:51 om entledigande av nämndemän","interpellationsdebatt","36","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HC1051","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:29 och 30 om jord- och skogsbrukets teknikomställning och yttäckningen i glesbygd","interpellationsdebatt","37","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1029, HC1030","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:29 och 30 om jord- och skogsbrukets teknikomställning och yttäckningen i glesbygd","interpellationsdebatt","38","Isak From (S)","S","0506482805418","HC1029, HC1030","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:29 och 30 om jord- och skogsbrukets teknikomställning och yttäckningen i glesbygd","interpellationsdebatt","39","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1029, HC1030","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","4","Kalle Olsson (S)","S","0472349361027","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:29 och 30 om jord- och skogsbrukets teknikomställning och yttäckningen i glesbygd","interpellationsdebatt","40","Isak From (S)","S","0506482805418","HC1029, HC1030","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:29 och 30 om jord- och skogsbrukets teknikomställning och yttäckningen i glesbygd","interpellationsdebatt","41","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1029, HC1030","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:29 och 30 om jord- och skogsbrukets teknikomställning och yttäckningen i glesbygd","interpellationsdebatt","42","Isak From (S)","S","0506482805418","HC1029, HC1030","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:29 och 30 om jord- och skogsbrukets teknikomställning och yttäckningen i glesbygd","interpellationsdebatt","43","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1029, HC1030","N"
